GEOID,community_area_num,community_area_num2,tract_name,VULNERABLE,FLOOD_SUSC,SURFACE_TE,AIR_TOXINS,PERCENT_CA,PRIORITY,RANK,VULRANK,COMMUNITY,asthma_pct,copd_pct,depression_pct,physical_inactivity_pct,mental_health_pct,obesity_pct,TotalPopulation,AQH_score,AQH_score_popweighted,AQH_score_max,AQH_percentile,AQH_block_group_count,AQH_tract_population
17031081202,8,8,Census Tract 812.02,-0.3451,8.41342384786,73.5130434776,4.783,19.2791,0.43313753793,High,Very low,Near North Side,8.6,3.8,17.5,12.1,9.6,22.0,"3,357",27.156,27.408,28.658,39.2,4.0,3021.0
17031040402,4,4,Census Tract 404.02,-0.0944,7.47857417043,78.6884955746,3.116,22.5136,0.30555546401,High,Low,Lincoln Square,9.3,2.4,22.1,11.8,14.5,25.2,"4,746",7.584,7.986,10.122,0.2,5.0,5035.0
17031220702,22,22,Census Tract 2207.02,0.0861,8.75421894937,82.5621118016,3.163,15.4824,0.76987517487,Very high,Very high,Logan Square,9.3,3.9,20.9,23.6,17.1,32.1,"3,653",26.966,27.02,28.28,38.5,4.0,3853.0
17031140301,14,14,Census Tract 1403.01,0.0771,8.61966344656,79.9761363638,3.06,21.8384,0.4886065953,High,Very high,Albany Park,9.4,6.9,18.7,37.0,18.2,32.3,"2,693",30.384,30.404,30.475,45.0,2.0,2900.0
17031842200,8,8,Census Tract 8422,-0.0403,7.91578737538,82.0761245672,2.952,5.93551,0.78530627729,Very high,Medium,Near North Side,9.4,2.7,20.2,13.0,13.9,25.8,"4,212",28.295,28.295,28.295,41.0,1.0,3058.0
17031843700,5,5,Census Tract 8437,-0.0936,7.51834762491,82.8582297008,2.964,14.8766,0.63478935447,Very high,Low,North Center,8.9,2.9,19.6,13.7,13.0,25.5,"2,544",22.134,22.268,23.072,27.5,2.0,2549.0
17031835000,66,66,Census Tract 8350,0.0481,9.92844489464,83.0813008136,2.546,11.7991,0.81281026416,Very high,Very high,Chicago Lawn,11.1,7.3,18.7,37.1,19.3,41.0,"6,398",54.776,54.456,57.166,88.2,5.0,5579.0
17031842300,24,24,Census Tract 8423,-0.0532,8.24024583844,81.9742774568,3.823,5.5636,0.98030978559,Very high,Medium,West Town,9.0,2.7,20.2,12.7,13.7,26.0,"3,529",19.055,19.116,19.256,19.5,2.0,3189.0
17031230200,23,23,Census Tract 2302,0.0658,9.55659956717,81.553846154,2.459,18.7884,0.56912829539,Very high,Very high,Humboldt Park,8.9,3.2,18.7,22.0,15.4,30.2,"1,834",40.082,40.082,40.082,65.0,1.0,2131.0
17031835100,63,63,Census Tract 8351,0.0405,9.24678022051,83.0790322574,2.557,16.3975,0.68554456048,Very high,High,Gage Park,9.3,4.9,17.6,32.7,16.8,36.3,"5,585",49.481,49.062,51.549,81.0,4.0,5809.0
17031834700,68,68,Census Tract 8347,0.0472,9.44013784799,76.822672064,1.93,26.7179,0.05982694997,Medium,Very high,Englewood,13.1,9.3,18.7,36.1,20.4,45.4,"1,759",62.031,62.284,65.198,94.7,3.0,1748.0
17031151001,15,15,Census Tract 1510.01,0.1263,9.56523054836,83.6820512816,2.952,18.7159,0.79540235888,Very high,Very high,Portage Park,9.1,5.0,18.6,26.4,15.3,32.1,"2,833",27.287,26.488,29.589,39.0,2.0,2404.0
17031151002,15,15,Census Tract 1510.02,0.0573,9.06096382995,83.1275524472,3.156,15.7663,0.8092948252,Very high,Very high,Portage Park,9.2,5.1,18.9,27.1,15.7,32.7,"4,588",31.594,31.139,33.892,48.0,4.0,4360.0
17031160602,16,16,Census Tract 1606.02,0.0231,5.70832011652,79.6060606064,3.156,27.1778,0.1815426322,Medium,High,Irving Park,9.0,3.9,19.3,20.4,14.6,29.3,"3,481",22.446,22.504,25.312,28.0,3.0,3679.0
17031140601,14,14,Census Tract 1406.01,0.1096,8.76095905013,81.8808777428,3.151,24.5163,0.5781050813,Very high,Very high,Albany Park,8.7,5.3,17.2,28.5,14.7,30.2,"2,545",24.955,24.955,24.955,34.0,1.0,2760.0
17031140701,14,14,Census Tract 1407.01,0.025,8.41873571658,79.5848,3.199,14.2559,0.60377138662,Very high,High,Albany Park,8.8,4.1,18.2,25.3,15.6,29.2,"2,784",20.898,20.892,21.109,24.5,2.0,2911.0
17031140602,14,14,Census Tract 1406.02,0.0707,8.47847375166,79.3926829274,3.161,25.1374,0.40875316623,High,Very high,Albany Park,9.2,5.1,19.0,28.4,16.4,34.1,"5,041",24.571,24.384,27.307,33.2,4.0,5251.0
17031390500,39,39,Census Tract 3905,0.0089,9.32637203908,73.6410256412,1.849,41.5287,-0.40129289586,Low,Medium,Kenwood,10.6,3.9,17.8,17.5,14.2,31.9,"1,666",22.56,22.56,22.56,28.0,1.0,1462.0
17031841800,69,69,Census Tract 8418,0.0262,9.20373122313,75.7378169798,1.914,26.1143,-0.01144738068,Medium,High,Greater Grand Crossing,13.6,9.0,18.7,33.4,19.6,44.3,"2,404",40.453,39.72,42.605,65.0,2.0,2756.0
17031842500,69,69,Census Tract 8425,0.0295,9.23119426831,80.1101736968,2.341,6.42976,0.65477579389,Very high,High,Greater Grand Crossing,15.0,7.4,22.3,34.4,24.6,43.5,"2,644",49.112,49.112,49.112,80.0,1.0,2007.0
17031842600,61,61,Census Tract 8426,0.0393,9.25432302008,83.2065164132,2.085,7.98762,0.74554652935,Very high,High,New City,9.3,5.7,19.1,25.7,15.7,29.7,"4,245",45.12,43.809,57.035,72.2,4.0,4115.0
17031843500,30,30,Census Tract 8435,0.1515,8.69791730768,79.4380449146,2.185,11.1452,0.49250122938,High,Very high,South Lawndale,9.5,5.0,15.9,30.1,19.6,37.6,"6,030",46.864,46.864,46.864,78.0,1.0,10079.0
17031843400,29,29,Census Tract 8434,0.0482,9.67470739214,81.4235616446,2.081,10.3514,0.63899433246,Very high,Very high,North Lawndale,11.3,6.9,17.2,32.9,17.7,39.9,"1,524",64.644,64.644,64.644,96.0,1.0,1254.0
17031140302,14,14,Census Tract 1403.02,0.06,6.5438704353,80.1461206904,2.983,30.3599,0.18558978544,Medium,Very high,Albany Park,8.9,5.3,17.6,26.1,14.6,28.0,"4,060",23.193,24.871,29.643,29.3,3.0,4254.0
17031110501,11,11,Census Tract 1105.01,-0.0534,8.91772322789,83.9434435574,2.91,23.7132,0.63262240262,Very high,Medium,Jefferson Park,9.2,5.1,19.4,20.2,14.2,27.7,"4,786",21.8,22.344,24.084,26.4,5.0,5325.0
17031390400,39,39,Census Tract 3904,0.0275,8.95574119271,76.5140495864,1.955,24.1616,0.05547045072,Medium,High,Kenwood,12.6,9.0,18.4,31.1,17.4,42.5,"2,871",33.3,32.883,37.182,50.5,2.0,2509.0
17031843200,31,31,Census Tract 8432,0.0849,7.93477747462,80.2799431016,2.322,3.67333,0.62934226178,Very high,Very high,Lower West Side,8.7,4.1,18.1,26.6,15.2,33.6,"2,422",48.187,47.837,51.361,79.0,2.0,2250.0
17031840800,30,30,Census Tract 8408,0.124,9.48942077414,83.3760217976,2.352,18.0119,0.66577677624,Very high,Very high,South Lawndale,9.1,5.9,18.6,40.1,17.9,39.1,"3,332",55.69,55.701,56.122,89.5,2.0,2805.0
17031110502,11,11,Census Tract 1105.02,0.0959,8.3232337998,82.7925925928,3.23,18.7092,0.7111395218,Very high,Very high,Jefferson Park,9.1,4.6,19.2,19.7,14.2,27.2,"3,220",24.844,24.813,25.119,33.5,2.0,3410.0
17031760802,76,76,Census Tract 7608.02,0.098,1.18139062052,71.0620839356,3.8,69.0409,-1.17887417669,Very low,Very high,Ohare,9.8,7.0,20.4,20.5,14.0,27.5,"2,374",30.96,30.96,30.96,46.0,1.0,2540.0
17031150502,15,15,Census Tract 1505.02,0.0607,8.99452533919,83.6743155152,2.769,22.886,0.63269387059,Very high,Very high,Portage Park,9.3,5.2,19.6,22.3,14.9,29.2,"4,239",18.034,17.764,19.707,17.0,3.0,4243.0
17031843100,29,29,Census Tract 8431,0.0278,3.56147151772,75.4243946186,2.009,30.6017,-0.4793190924,Low,High,North Lawndale,12.8,7.5,19.2,30.2,19.3,42.1,"1,747",61.594,63.043,67.718,93.0,2.0,1742.0
17031834300,45,45,Census Tract 8343,0.0204,9.03713493169,80.775380228,2.031,24.5612,0.29580679811,High,High,Avalon Park,12.3,7.0,16.0,27.5,15.5,39.7,"6,240",39.324,37.944,43.584,63.0,6.0,6384.0
17031843900,42,42,Census Tract 8439,0.0228,3.05285212844,72.9867704288,1.849,26.3496,-0.6035626753,Very low,High,Woodlawn,13.1,8.9,18.4,31.0,17.6,42.3,"3,666",29.334,30.19,35.08,43.2,5.0,3332.0
17031831200,20,20,Census Tract 8312,0.0985,9.36229942115,83.8585209002,2.445,16.639,0.72025905022,Very high,Very high,Hermosa,9.2,5.0,18.3,33.2,16.7,35.4,"4,832",38.406,38.163,40.465,61.0,3.0,5051.0
17031831600,18,18,Census Tract 8316,0.0274,9.38847823044,83.4501800714,2.151,19.5215,0.57684138467,Very high,High,Montclare,9.3,5.8,17.7,29.8,15.3,32.7,"7,745",27.026,26.055,31.266,38.2,6.0,7574.0
17031831500,19,19,Census Tract 8315,0.0476,9.38302786542,85.3078228088,2.362,10.5466,0.87907959985,Very high,Very high,Belmont Cragin,9.7,5.3,19.1,28.2,16.4,32.7,"4,421",18.62,18.413,19.722,19.0,2.0,3540.0
17031831100,21,21,Census Tract 8311,0.0364,8.88209414249,82.0702665752,3.616,13.9551,0.85972954779,Very high,High,Avondale,9.0,3.8,19.7,21.5,15.4,30.0,"6,697",35.656,36.701,41.603,56.2,4.0,7875.0
17031831700,15,15,Census Tract 8317,0.0791,8.90167279379,84.1880794694,3.621,15.101,0.96384361055,Very high,Very high,Portage Park,9.3,6.0,19.2,26.8,15.3,32.6,"2,237",34.171,34.171,34.171,53.0,1.0,2365.0
17031271500,27,27,Census Tract 2715,0.037,8.70589324898,80.2700000006,2.16,19.0872,0.37066216169,High,High,East Garfield Park,13.1,7.9,18.2,31.4,18.9,42.1,"1,373",66.699,66.699,66.699,97.0,1.0,1483.0
17031440202,44,44,Census Tract 4402.02,0.0219,9.50671666392,80.1464082098,1.929,25.6669,0.2553538103,High,High,Chatham,12.6,7.5,15.8,27.8,14.8,40.0,"3,525",38.313,38.19,41.27,61.0,3.0,3507.0
17031440102,44,44,Census Tract 4401.02,0.0324,9.66876764712,78.9048295448,1.957,24.1915,0.23371805467,Medium,High,Chatham,13.5,9.3,18.6,34.3,19.6,45.3,"3,633",35.702,35.492,39.344,56.0,4.0,3431.0
17031430102,43,43,Census Tract 4301.02,0.0331,3.47041533728,72.707169812,2.461,23.1622,-0.40942170064,Low,High,South Shore,13.0,7.9,18.0,30.0,18.0,43.0,"3,104",26.343,26.647,28.177,37.0,3.0,2944.0
17031030702,77,77,Census Tract 307.02,0.0066,8.72131147541,73.85,4.849,1.39413,0.86907847783,Very high,Medium,Edgewater,8.5,5.0,16.4,18.0,11.2,25.8,"2,318",14.604,14.604,14.604,8.0,1.0,982.0
17031030603,77,77,Census Tract 306.03,0.0563,8.2505503302,78.08,3.745,11.7247,0.67123304932,Very high,Very high,Edgewater,9.4,3.4,20.1,17.3,15.9,28.4,"2,045",16.98,16.864,17.626,14.0,2.0,2023.0
17031030701,77,77,Census Tract 307.01,0.0476,8.01898208171,77.4928571432,3.863,9.26431,0.68863833404,Very high,Very high,Edgewater,9.9,5.0,20.0,19.9,15.9,32.4,"1,671",21.297,21.297,21.297,25.0,1.0,1597.0
17031836300,41,41,Census Tract 8363,0.0159,7.96826335169,75.0680000006,2.088,22.7502,-0.04150483449,Medium,Medium,Hyde Park,11.1,4.8,20.3,20.9,16.9,32.5,"1,492",21.326,21.251,21.512,25.5,2.0,1421.0
17031838300,8,8,Census Tract 8383,0.0516,8.79349414473,80.4546874994,3.09,10.3799,0.72770681861,Very high,Very high,Near North Side,10.0,2.8,21.4,14.3,15.6,27.8,"2,580",41.142,41.402,41.902,67.5,2.0,1515.0
17031839800,60,60,Census Tract 8398,0.0164,9.2613978952,82.2363636362,2.282,12.3336,0.65286098778,Very high,Medium,Bridgeport,8.5,4.7,18.0,22.4,14.2,25.2,"2,686",34.619,35.011,37.334,53.3,3.0,2834.0
17031836600,23,23,Census Tract 8366,0.0412,8.83854419411,80.9397183092,2.437,12.5735,0.58586575571,Very high,High,Humboldt Park,9.5,3.7,18.3,22.3,15.5,31.9,"2,929",43.429,43.168,44.826,71.5,2.0,2337.0
17031730202,73,73,Census Tract 7302.02,0.039,9.96277710557,82.0203426122,2.026,15.5849,0.58650010471,Very high,High,Washington Heights,12.1,6.4,15.6,26.7,15.5,38.8,"2,893",32.5,31.46,36.991,49.3,3.0,3439.0
17031430101,43,43,Census Tract 4301.01,0.0318,8.95176810369,77.21322314,2.145,15.3222,0.28610473009,High,High,South Shore,14.1,9.7,20.0,35.6,21.3,47.1,"4,091",24.839,24.953,28.199,33.2,4.0,3431.0
17031063302,6,6,Census Tract 633.02,-0.176,9.31148966743,76.0125000002,3.017,16.213,0.36390503922,High,Low,Lake View,9.1,2.0,21.7,10.0,13.8,21.5,"4,577",15.413,15.77,20.109,10.8,4.0,4140.0
17031836200,41,41,Census Tract 8362,0.0143,7.77154578461,76.9941176468,1.901,22.9612,0.0064830646,Medium,Medium,Hyde Park,9.6,1.6,22.6,12.7,20.5,16.5,"2,178",13.578,13.578,13.578,6.0,1.0,1585.0
17031071400,7,7,Census Tract 714,-0.1478,5.09975742588,74.4592137584,2.429,27.5032,-0.32109797155,Low,Low,Lincoln Park,9.5,3.5,21.7,13.5,14.0,24.9,"4,962",21.778,21.359,27.347,26.5,4.0,4749.0
17031840100,60,60,Census Tract 8401,0.0662,9.21481191825,82.6324175822,2.446,10.4193,0.74703107756,Very high,Very high,Bridgeport,8.1,5.5,15.7,29.2,14.3,22.4,"3,029",52.186,52.213,52.256,85.0,2.0,2957.0
17031580502,58,58,Census Tract 5805.02,0.0848,9.52654751076,83.2315217396,2.542,16.7616,0.71262237429,Very high,Very high,Brighton Park,8.9,5.6,17.7,36.1,16.6,35.4,"5,345",50.124,49.774,53.738,82.0,3.0,5264.0
17031841400,29,29,Census Tract 8414,0.041,9.38453048387,80.6547528518,2.228,16.3851,0.5000474736,High,High,North Lawndale,,,,,,,,64.537,64.817,66.163,96.0,2.0,1189.0
17031081401,8,8,Census Tract 814.01,-0.1049,9.85595983031,74.5550488598,5.367,8.93867,0.93472573072,Very high,Low,Near North Side,8.8,3.7,18.6,14.1,11.8,22.3,"2,508",33.115,33.15,33.84,51.0,2.0,2386.0
17031081403,8,8,Census Tract 814.03,-0.1308,6.85524942544,73.4530526312,5.445,3.90076,0.76595007885,Very high,Low,Near North Side,8.7,2.5,19.9,12.2,13.1,23.0,"9,843",16.579,17.434,20.35,13.3,3.0,7635.0
17031030703,77,77,Census Tract 307.03,0.0193,8.28942781089,79.3839999992,3.935,12.6268,0.75844269679,Very high,Medium,Edgewater,9.5,5.4,19.1,20.6,14.4,29.1,"3,075",21.172,19.912,26.47,24.7,3.0,2680.0
17031836000,38,38,Census Tract 8360,0.0197,9.5274924499,78.6473498228,1.919,14.0771,0.37702006997,High,Medium,Grand Boulevard,12.7,5.8,18.1,25.2,17.5,40.9,"2,338",36.167,35.718,39.18,56.7,3.0,2685.0
17031835800,38,38,Census Tract 8358,0.0251,9.44258224705,77.6349514562,1.94,12.1815,0.35542561284,High,High,Grand Boulevard,12.7,4.4,18.5,22.7,17.9,39.3,"1,698",46.213,46.213,46.213,77.0,1.0,1707.0
17031835900,38,38,Census Tract 8359,0.0253,9.50724533561,78.7901234576,2.342,15.485,0.4442265841,High,High,Grand Boulevard,,,,,,,,62.176,63.683,68.428,93.3,3.0,3170.0
17031834500,40,40,Census Tract 8345,0.0381,9.5232711136,78.4407185636,2.005,13.6999,0.39313582213,High,High,Washington Park,14.7,9.6,21.5,36.8,23.4,48.0,"1,765",49.182,49.182,49.182,81.0,1.0,1273.0
17031843600,38,38,Census Tract 8436,0.0265,9.54852640266,78.9783783782,1.97,15.1614,0.38875666534,High,High,Grand Boulevard,12.5,5.5,17.9,24.4,16.9,40.0,"3,089",39.98,40.132,41.052,64.5,2.0,2822.0
17031580501,58,58,Census Tract 5805.01,0.0868,9.61720099373,83.17673546,2.243,15.1435,0.68498024404,Very high,Very high,Brighton Park,8.4,4.3,16.6,31.0,15.4,32.1,"5,170",55.788,55.898,59.309,89.0,4.0,4881.0
17031834600,68,68,Census Tract 8346,0.0449,9.26322064984,78.110348837,2.578,20.0896,0.36139654994,High,High,Englewood,13.8,11.6,19.4,40.2,21.5,47.2,"2,357",57.589,61.39,63.642,89.8,4.0,2535.0
17031831800,13,13,Census Tract 8318,0.0113,7.35413035178,78.606232295,2.682,27.6353,0.13732189704,Medium,Medium,North Park,9.0,5.0,18.4,22.9,14.5,27.4,"5,868",20.382,19.986,25.845,23.0,5.0,6418.0
17031071600,7,7,Census Tract 716,-0.2599,9.60507028544,78.404395604,2.886,31.834,0.19588756753,Medium,Very low,Lincoln Park,9.1,3.2,19.7,12.0,12.4,24.1,"1,793",22.013,22.013,22.013,27.0,1.0,1709.0
17031832600,7,7,Census Tract 8326,-0.4668,8.37102295099,81.1072929542,2.79,12.1939,0.53791518048,High,Very low,Lincoln Park,9.3,2.4,22.7,10.5,14.5,23.4,"4,147",13.0,13.607,15.045,5.3,3.0,3728.0
17031061901,6,6,Census Tract 619.01,-0.0904,9.09905128205,76.314720812,2.609,17.0671,0.28598648753,High,Low,Lake View,9.3,3.1,22.0,13.7,14.9,25.5,"3,625",14.65,14.726,17.097,9.0,4.0,3513.0
17031839900,60,60,Census Tract 8399,-0.0359,8.95398179201,82.2694656488,2.24,10.0485,0.65442322295,Very high,Medium,Bridgeport,8.9,4.6,19.0,20.7,14.5,27.1,"4,431",36.664,37.428,40.453,57.6,5.0,4374.0
17031030104,77,77,Census Tract 301.04,0.0648,8.53435676358,77.4846153842,3.437,10.4641,0.62133768077,Very high,Very high,Edgewater,10.6,4.2,23.7,19.4,19.6,25.7,"3,521",12.699,13.431,13.87,5.0,2.0,3375.0
17031770602,76,76,Census Tract 7706.02,0.0715,7.76699596728,81.1093567244,6.989,13.6802,1.41649681199,Very high,Very high,Des Plaines,9.1,6.2,18.1,27.2,15.2,29.0,"4,762",,,,,,
17031839700,60,60,Census Tract 8397,0.0528,8.80140379997,82.4709239132,2.191,13.7664,0.59748481275,Very high,Very high,Bridgeport,8.5,3.5,17.9,18.7,13.6,24.9,"4,545",37.444,37.413,42.109,59.3,3.0,4417.0
17031835200,56,56,Census Tract 8352,0.0998,9.91843854327,83.9698630142,4.349,7.12622,1.3119212531,Very high,Very high,Garfield Ridge,8.9,4.9,18.1,25.6,14.8,31.8,"2,038",59.672,59.672,59.672,93.0,1.0,1833.0
17031833900,46,46,Census Tract 8339,0.046,6.95082974994,78.2487084866,1.776,21.3798,0.02563064242,Medium,Very high,South Chicago,12.4,10.2,20.8,44.0,21.9,46.2,"2,333",36.123,35.826,37.999,56.5,2.0,2441.0
17031836800,27,27,Census Tract 8368,0.0307,4.90690274965,76.5636363644,2.044,26.9122,-0.25280077808,Low,High,East Garfield Park,14.2,14.6,22.0,46.1,24.1,50.1,"2,645",61.194,62.522,65.622,94.0,2.0,2214.0
17031838800,51,51,Census Tract 8388,0.0401,7.07011548595,73.9487467274,1.591,8.54312,-0.00954160676,Medium,High,South Deering,12.1,10.6,19.5,42.7,20.1,44.4,"3,102",48.859,49.948,51.304,80.5,2.0,3526.0
17031836700,23,23,Census Tract 8367,0.0379,9.1750491561,82.2179190758,2.154,10.9541,0.6487517364,Very high,High,Humboldt Park,12.6,8.3,20.1,35.2,20.8,42.8,"2,481",55.809,55.855,57.438,89.5,2.0,2252.0
17031832200,22,22,Census Tract 8322,-0.2738,9.43068164066,81.3105263156,3.105,18.4707,0.61405157029,Very high,Very low,Logan Square,9.1,2.1,22.2,10.6,14.4,23.9,"3,289",16.973,18.127,19.707,14.3,3.0,3397.0
17031252201,25,25,Census Tract 2522.01,0.0339,9.18352700958,82.7355932204,2.297,21.703,0.51667273155,High,High,Austin,12.8,9.6,17.4,36.0,18.3,43.9,"2,940",62.048,62.196,63.563,95.0,3.0,2927.0
17031831000,22,22,Census Tract 8310,-0.3498,9.14951967386,80.8408026752,2.811,18.0849,0.50222498388,High,Very low,Logan Square,8.9,2.1,21.7,10.4,13.9,24.2,"2,633",11.36,11.04,12.946,2.5,2.0,2209.0
17031832400,22,22,Census Tract 8324,-0.0104,9.34959250174,82.2051282056,2.609,16.9204,0.63700059412,Very high,Medium,Logan Square,8.8,2.2,20.9,12.9,14.7,25.1,"3,601",18.614,18.094,20.642,18.5,2.0,2926.0
17031070103,7,7,Census Tract 701.03,-0.1778,9.2828525641,77.648,2.695,20.4378,0.31076896436,High,Low,Lincoln Park,9.4,1.7,23.7,9.7,15.6,21.7,"1,845",18.285,18.468,20.369,17.5,2.0,1587.0
17031220701,22,22,Census Tract 2207.01,0.077,9.35598073321,81.3360824744,3.075,16.8594,0.70259754093,Very high,Very high,Logan Square,8.9,2.9,19.5,19.9,15.3,28.8,"2,920",22.615,23.111,25.263,28.3,3.0,3337.0
17031841600,29,29,Census Tract 8416,0.0496,9.62852701014,78.7041420116,2.172,23.2904,0.28234754197,High,Very high,North Lawndale,,,,,,,,69.844,69.844,69.844,98.0,1.0,689.0
17031770902,76,76,Census Tract 7709.02,-0.1336,8.73255990015,83.6285714294,4.32,16.933,0.98720005606,Very high,Low,Norridge,9.9,7.3,21.4,22.0,15.4,29.0,"3,732",19.879,19.879,19.879,22.0,1.0,2145.0
17031660301,66,66,Census Tract 6603.01,0.0763,9.95694702372,83.1179775272,2.686,13.1293,0.82707694463,Very high,Very high,Chicago Lawn,10.3,6.4,18.7,37.1,18.7,40.5,"1,850",57.526,57.526,57.526,92.0,1.0,1537.0
17031660302,66,66,Census Tract 6603.02,0.0586,9.97463836537,84.2359346636,2.713,15.0326,0.85664216256,Very high,Very high,Chicago Lawn,9.4,4.6,17.5,32.6,17.0,35.8,"5,549",48.017,47.768,51.821,79.0,4.0,5250.0
17031301802,30,30,Census Tract 3018.02,0.1109,9.56885667524,81.7302325586,2.212,20.3139,0.51239550121,High,Very high,South Lawndale,8.9,5.9,18.0,39.1,17.1,38.7,"3,376",56.405,56.336,57.056,90.3,3.0,3346.0
17031834000,49,49,Census Tract 8340,0.0212,9.44560913443,78.7735779818,2.323,21.8222,0.32353581712,High,High,Roseland,13.9,9.7,19.5,35.8,21.0,45.9,"3,609",46.094,48.05,49.413,76.0,2.0,2956.0
17031834200,43,43,Census Tract 8342,0.033,8.62441225181,81.175797374,2.02,18.7247,0.3910277079,High,High,South Shore,12.3,6.2,16.6,26.9,16.8,39.9,"4,693",34.307,34.855,36.646,53.0,4.0,4310.0
17031730201,73,73,Census Tract 7302.01,0.0226,9.79384337735,81.3908145578,1.923,21.0834,0.42101104333,High,High,Washington Heights,12.8,7.0,16.8,28.3,17.0,40.1,"5,627",34.549,34.702,37.437,53.4,5.0,5719.0
17031835500,37,37,Census Tract 8355,0.036,8.93819148639,80.782868525,2.598,12.7461,0.61249742987,Very high,High,Fuller Park,13.3,15.5,18.6,44.6,19.7,49.8,"1,584",73.171,72.788,75.86,98.5,2.0,1444.0
17031839500,35,35,Census Tract 8395,0.0024,9.5189684029,79.015017065,2.045,19.2978,0.32643240996,High,Medium,Douglas,11.1,6.2,16.2,24.0,14.3,34.4,"1,590",48.371,48.371,48.371,79.0,1.0,1367.0
17031839200,35,35,Census Tract 8392,0.014,7.95945974894,78.834567902,2.193,18.9856,0.24581702539,Medium,Medium,Douglas,11.3,7.4,16.6,27.7,14.9,35.3,"2,749",52.365,54.048,55.786,85.0,3.0,2368.0
17031530502,53,53,Census Tract 5305.02,0.0203,8.89681653047,75.625115207,1.555,29.4523,-0.17010313167,Low,High,West Pullman,12.3,6.7,15.8,27.1,15.8,39.5,"1,570",36.287,36.287,36.287,56.0,1.0,1419.0
17031840400,59,59,Census Tract 8404,0.0746,9.06652669141,81.9735537182,2.145,9.12064,0.66577505238,Very high,Very high,Mckinley Park,7.9,5.1,15.3,29.2,13.7,26.3,"3,369",55.819,55.802,55.937,89.5,2.0,3265.0
17031841000,33,33,Census Tract 8410,0.0112,9.05657738256,80.6634920642,2.55,7.33235,0.69453460231,Very high,Medium,Near South Side,10.1,4.6,17.0,20.5,13.7,31.1,"1,136",43.569,43.569,43.569,72.0,1.0,878.0
17031030101,77,77,Census Tract 301.01,0.0218,7.54630373967,75.7999999994,3.609,12.9313,0.44519252106,High,High,Edgewater,9.7,6.0,19.1,21.8,14.7,30.0,"3,687",13.069,13.555,15.69,5.5,4.0,3549.0
17031700302,70,70,Census Tract 7003.02,0.011,9.48750739104,84.8261937236,2.423,12.3785,0.83338059538,Very high,Medium,Ashburn,9.8,6.1,18.3,28.6,15.9,33.8,"5,662",37.461,37.551,40.483,59.0,4.0,5469.0
17031700402,70,70,Census Tract 7004.02,0.0193,9.84773779087,81.5104895108,2.196,20.1982,0.50052047208,High,Medium,Ashburn,11.2,5.4,17.2,26.0,16.2,36.6,"4,082",38.921,38.649,45.774,62.0,3.0,4337.0
17031700401,70,70,Census Tract 7004.01,0.0054,9.60151824955,82.4374311926,2.273,20.0055,0.54897067749,Very high,Medium,Ashburn,11.0,5.4,17.2,27.4,16.5,37.0,"5,822",35.338,35.483,42.786,55.5,4.0,6301.0
17031830500,30,30,Census Tract 8305,0.1093,8.86518102922,78.8502528032,2.2,8.67156,0.51052874769,High,Very high,South Lawndale,8.8,4.7,17.3,34.3,15.9,35.2,"4,410",60.029,59.949,62.941,93.3,3.0,4785.0
17031841700,30,30,Census Tract 8417,0.0559,9.48700589648,78.998,2.164,19.7653,0.349591435,High,Very high,South Lawndale,10.9,7.9,17.7,32.7,16.4,38.6,"1,509",77.786,77.786,77.786,99.0,1.0,1652.0
17031640100,64,64,Census Tract 6401,0.0355,9.89966516569,83.38918919,4.946,11.9618,1.30132526426,Very high,High,Clearing,9.1,5.3,18.1,29.5,15.6,33.1,"1,312",50.405,50.405,50.405,82.0,1.0,1600.0
17031840700,30,30,Census Tract 8407,0.0997,9.44533372242,80.5824104234,2.288,15.873,0.5330890151,High,Very high,South Lawndale,8.3,2.8,16.9,23.0,14.2,30.3,"3,900",57.67,57.825,61.949,91.3,3.0,3921.0
17031841300,31,31,Census Tract 8413,0.0824,8.80533055133,80.7107692316,2.245,9.00705,0.60361837884,Very high,Very high,Lower West Side,8.7,3.9,18.1,24.4,14.7,32.2,"4,173",43.151,44.268,48.45,70.2,4.0,4040.0
17031301801,30,30,Census Tract 3018.01,0.1199,9.90240530641,82.2223376618,2.125,13.0209,0.67394008685,Very high,Very high,South Lawndale,8.6,4.7,17.4,34.5,16.1,36.4,"3,947",54.897,54.147,56.982,88.0,2.0,3840.0
17031060800,6,6,Census Tract 608,-0.1453,6.65480689699,76.5253731344,2.981,17.5012,0.18322583754,Medium,Low,Lake View,9.0,3.1,20.4,13.5,14.0,24.5,"5,295",12.119,12.675,13.539,4.0,2.0,4825.0
17031832300,22,22,Census Tract 8323,-0.2033,8.73179334272,81.1725531908,3.076,9.56613,0.72228178482,Very high,Low,Logan Square,9.0,2.3,21.7,11.9,14.6,25.0,"2,054",20.16,20.16,20.16,23.0,1.0,2111.0
17031832500,7,7,Census Tract 8325,-0.1502,8.72005882863,81.8161026836,3.11,13.5509,0.7035595246,Very high,Low,Lincoln Park,9.5,3.7,21.3,14.3,14.4,25.9,"3,334",26.466,26.536,26.864,37.5,2.0,3732.0
17031832000,6,6,Census Tract 8320,-0.2096,8.85060069488,79.8437869826,2.526,12.3044,0.50041558219,High,Low,Lake View,9.0,1.7,22.6,9.5,15.2,22.0,"2,062",10.566,10.566,10.566,2.0,1.0,1799.0
