"Year","StateAbbr","StateDesc","CountyName","CountyFIPS","LocationName","DataSource","Category","Measure","Data_Value_Unit","Data_Value_Type","Data_Value","Data_Value_Footnote_Symbol","Data_Value_Footnote","Low_Confidence_Limit","High_Confidence_Limit","TotalPopulation","TotalPop18plus","Geolocation","LocationID","CategoryID","MeasureId","DataValueTypeID","Short_Question_Text"
"2023","IL","Illinois","Cook","17031","17031650400","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","17.8",,,"15.6","20.1","6,894","4,982","POINT (-87.7171651 41.7653118)","17031650400","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","IL","Illinois","Cook","17031","17031242200","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","24.0",,,"21.0","27.4","4,082","3,635","POINT (-87.6747188 41.8995893)","17031242200","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031630600","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","37.7",,,"33.6","42.1","3,250","2,347","POINT (-87.6888524 41.8012095)","17031630600","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","IL","Illinois","Cook","17031","17031530503","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","7.3",,,"6.2","8.6","4,898","3,827","POINT (-87.6375356 41.6642039)","17031530503","HLTHOUT","COPD","CrdPrv","COPD"
"2023","IL","Illinois","Cook","17031","17031230200","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","3.2",,,"2.7","3.8","1,834","1,426","POINT (-87.7100844 41.9118688)","17031230200","HLTHOUT","COPD","CrdPrv","COPD"
"2023","IL","Illinois","Cook","17031","17031640600","BRFSS","Health Risk Behaviors","No leisure-time physical activity among adults","%","Crude prevalence","22.6",,,"19.6","25.6","4,063","3,208","POINT (-87.7714298 41.7760362)","17031640600","RISKBEH","LPA","CrdPrv","Physical Inactivity"
"2023","IL","Illinois","Cook","17031","17031700301","BRFSS","Health Outcomes","Obesity among adults","%","Crude prevalence","33.2",,,"29.6","36.8","5,762","4,197","POINT (-87.7317117 41.7456225)","17031700301","HLTHOUT","OBESITY","CrdPrv","Obesity"
"2023","IL","Illinois","Cook","17031","17031660400","BRFSS","Health Outcomes","Chronic obstructive pulmonary disease among adults","%","Crude prevalence","5.5",,,"4.6","6.4","5,692","4,156","POINT (-87.7080441 41.7825321)","17031660400","HLTHOUT","COPD","CrdPrv","COPD"
"2023","IL","Illinois","Cook","17031","17031390500","BRFSS","Health Outcomes","Current asthma among adults","%","Crude prevalence","10.6",,,"9.5","11.8","1,666","1,334","POINT (-87.5991987 41.8059781)","17031390500","HLTHOUT","CASTHMA","CrdPrv","Current Asthma"
"2023","IL","Illinois","Cook","17031","17031580400","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","17.2",,,"15.1","19.3","4,546","3,366","POINT (-87.7091845 41.8152753)","17031580400","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","IL","Illinois","Cook","17031","17031680900","BRFSS","Health Outcomes","Depression among adults","%","Crude prevalence","20.3",,,"18.0","22.9","3,573","2,696","POINT (-87.6376304 41.7764305)","17031680900","HLTHOUT","DEPRESSION","CrdPrv","Depression"
"2023","IL","Illinois","Cook","17031","17031243000","BRFSS","Health Status","Frequent mental distress among adults","%","Crude prevalence","14.4",,,"12.6","16.4","2,234","1,891","POINT (-87.6793981 41.8922753)","17031243000","HLTHSTAT","MHLTH","CrdPrv","Frequent Mental Distress"
